Name,url svg,url gif,url webp,url littie.json
Kissing-heart,https://fonts.gstatic.com/s/e/notoemoji/latest/1f618/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f618/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f618/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f618/lottie.json
Heart-face,https://fonts.gstatic.com/s/e/notoemoji/latest/1f970/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f970/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f970/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f970/lottie.json
Heart-eyes,https://fonts.gstatic.com/s/e/notoemoji/latest/1f60d/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f60d/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f60d/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f60d/lottie.json
Star-struck,https://fonts.gstatic.com/s/e/notoemoji/latest/1f929/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f929/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f929/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f929/lottie.json
Partying-face,https://fonts.gstatic.com/s/e/notoemoji/latest/1f973/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f973/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f973/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f973/lottie.json
Melting,https://fonts.gstatic.com/s/e/notoemoji/latest/1fae0/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1fae0/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1fae0/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1fae0/lottie.json
Upside-down-face,https://fonts.gstatic.com/s/e/notoemoji/latest/1f643/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f643/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f643/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f643/lottie.json
Slightly-happy,https://fonts.gstatic.com/s/e/notoemoji/latest/1f642/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f642/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f642/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f642/lottie.json
Happy-cry,https://fonts.gstatic.com/s/e/notoemoji/latest/1f972/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f972/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f972/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f972/lottie.json
Holding-back-tears,https://fonts.gstatic.com/s/e/notoemoji/latest/1f979/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f979/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f979/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f979/lottie.json
Blush,https://fonts.gstatic.com/s/e/notoemoji/latest/1f60a/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f60a/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f60a/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f60a/lottie.json
Warm-smile,https://fonts.gstatic.com/s/e/notoemoji/latest/263a_fe0f/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/263a_fe0f/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/263a_fe0f/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/263a_fe0f/lottie.json
Relieved,https://fonts.gstatic.com/s/e/notoemoji/latest/1f60c/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f60c/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f60c/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f60c/lottie.json
Smirk,https://fonts.gstatic.com/s/e/notoemoji/latest/1f60f/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f60f/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f60f/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f60f/lottie.json
Drool,https://fonts.gstatic.com/s/e/notoemoji/latest/1f924/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f924/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f924/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f924/lottie.json
Yum,https://fonts.gstatic.com/s/e/notoemoji/latest/1f60b/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f60b/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f60b/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f60b/lottie.json
Stuck-out-tongue,https://fonts.gstatic.com/s/e/notoemoji/latest/1f61b/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f61b/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f61b/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f61b/lottie.json
Squinting-tongue,https://fonts.gstatic.com/s/e/notoemoji/latest/1f61d/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f61d/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f61d/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f61d/lottie.json
Winky-tongue,https://fonts.gstatic.com/s/e/notoemoji/latest/1f61c/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f61c/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f61c/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f61c/lottie.json
Zany-face,https://fonts.gstatic.com/s/e/notoemoji/latest/1f92a/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f92a/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f92a/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f92a/lottie.json
Woozy,https://fonts.gstatic.com/s/e/notoemoji/latest/1f974/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f974/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f974/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f974/lottie.json
Pensive,https://fonts.gstatic.com/s/e/notoemoji/latest/1f614/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f614/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f614/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f614/lottie.json
Pleading,https://fonts.gstatic.com/s/e/notoemoji/latest/1f97a/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f97a/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f97a/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f97a/lottie.json
Grimacing,https://fonts.gstatic.com/s/e/notoemoji/latest/1f62c/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f62c/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f62c/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f62c/lottie.json
Expressionless,https://fonts.gstatic.com/s/e/notoemoji/latest/1f611/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f611/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f611/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f611/lottie.json
Neutral-face,https://fonts.gstatic.com/s/e/notoemoji/latest/1f610/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f610/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f610/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f610/lottie.json
Mouth-none,https://fonts.gstatic.com/s/e/notoemoji/latest/1f636/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f636/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f636/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f636/lottie.json
Face-in-clouds,https://fonts.gstatic.com/s/e/notoemoji/latest/1f636_200d_1f32b_fe0f/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f636_200d_1f32b_fe0f/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f636_200d_1f32b_fe0f/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f636_200d_1f32b_fe0f/lottie.json
Dotted-line-face,https://fonts.gstatic.com/s/e/notoemoji/latest/1fae5/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1fae5/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1fae5/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1fae5/lottie.json
Zipper-face,https://fonts.gstatic.com/s/e/notoemoji/latest/1f910/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f910/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f910/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f910/lottie.json
Salute,https://fonts.gstatic.com/s/e/notoemoji/latest/1fae1/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1fae1/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1fae1/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1fae1/lottie.json
Thinking-face,https://fonts.gstatic.com/s/e/notoemoji/latest/1f914/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f914/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f914/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f914/lottie.json
Shushing-face,https://fonts.gstatic.com/s/e/notoemoji/latest/1f92b/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f92b/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f92b/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f92b/lottie.json
Hand-over-mouth,https://fonts.gstatic.com/s/e/notoemoji/latest/1fae2/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1fae2/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1fae2/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1fae2/lottie.json
Smiling-eyes-with-hand-over-mouth,https://fonts.gstatic.com/s/e/notoemoji/latest/1f92d/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f92d/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f92d/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f92d/lottie.json
Yawn,https://fonts.gstatic.com/s/e/notoemoji/latest/1f971/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f971/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f971/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f971/lottie.json
Hug-face,https://fonts.gstatic.com/s/e/notoemoji/latest/1f917/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f917/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f917/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f917/lottie.json
Peeking,https://fonts.gstatic.com/s/e/notoemoji/latest/1fae3/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1fae3/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1fae3/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1fae3/lottie.json
Screaming,https://fonts.gstatic.com/s/e/notoemoji/latest/1f631/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f631/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f631/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f631/lottie.json
Raised-eyebrow,https://fonts.gstatic.com/s/e/notoemoji/latest/1f928/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f928/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f928/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f928/lottie.json
Monocle,https://fonts.gstatic.com/s/e/notoemoji/latest/1f9d0/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f9d0/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f9d0/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f9d0/lottie.json
Unamused,https://fonts.gstatic.com/s/e/notoemoji/latest/1f612/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f612/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f612/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f612/lottie.json
Rolling-eyes,https://fonts.gstatic.com/s/e/notoemoji/latest/1f644/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f644/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f644/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f644/lottie.json
Exhale,https://fonts.gstatic.com/s/e/notoemoji/latest/1f62e_200d_1f4a8/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f62e_200d_1f4a8/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f62e_200d_1f4a8/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f62e_200d_1f4a8/lottie.json
Triumph,https://fonts.gstatic.com/s/e/notoemoji/latest/1f624/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f624/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f624/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f624/lottie.json
Angry,https://fonts.gstatic.com/s/e/notoemoji/latest/1f620/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f620/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f620/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f620/lottie.json
Rage,https://fonts.gstatic.com/s/e/notoemoji/latest/1f621/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f621/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f621/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f621/lottie.json
Cursing,https://fonts.gstatic.com/s/e/notoemoji/latest/1f92c/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f92c/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f92c/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f92c/lottie.json
Sad,https://fonts.gstatic.com/s/e/notoemoji/latest/1f61e/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f61e/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f61e/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f61e/lottie.json
Sweat,https://fonts.gstatic.com/s/e/notoemoji/latest/1f613/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f613/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f613/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f613/lottie.json
Worried,https://fonts.gstatic.com/s/e/notoemoji/latest/1f61f/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f61f/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f61f/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f61f/lottie.json
Concerned,https://fonts.gstatic.com/s/e/notoemoji/latest/1f625/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f625/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f625/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f625/lottie.json
Cry,https://fonts.gstatic.com/s/e/notoemoji/latest/1f622/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f622/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f622/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f622/lottie.json
Big-frown,https://fonts.gstatic.com/s/e/notoemoji/latest/2639_fe0f/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/2639_fe0f/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/2639_fe0f/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/2639_fe0f/lottie.json
Frown,https://fonts.gstatic.com/s/e/notoemoji/latest/1f641/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f641/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f641/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f641/lottie.json
Diagonal-mouth,https://fonts.gstatic.com/s/e/notoemoji/latest/1fae4/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1fae4/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1fae4/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1fae4/lottie.json
Slightly-frowning,https://fonts.gstatic.com/s/e/notoemoji/latest/1f615/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f615/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f615/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f615/lottie.json
Anxious-with-sweat,https://fonts.gstatic.com/s/e/notoemoji/latest/1f630/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f630/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f630/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f630/lottie.json
Scared,https://fonts.gstatic.com/s/e/notoemoji/latest/1f628/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f628/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f628/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f628/lottie.json
Anguished,https://fonts.gstatic.com/s/e/notoemoji/latest/1f627/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f627/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f627/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f627/lottie.json
Gasp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f626/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f626/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f626/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f626/lottie.json
Mouth-open,https://fonts.gstatic.com/s/e/notoemoji/latest/1f62e/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f62e/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f62e/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f62e/lottie.json
Surprised,https://fonts.gstatic.com/s/e/notoemoji/latest/1f62f/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f62f/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f62f/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f62f/lottie.json
Astonished,https://fonts.gstatic.com/s/e/notoemoji/latest/1f632/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f632/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f632/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f632/lottie.json
Flushed,https://fonts.gstatic.com/s/e/notoemoji/latest/1f633/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f633/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f633/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f633/lottie.json
Mind-blown,https://fonts.gstatic.com/s/e/notoemoji/latest/1f92f/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f92f/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f92f/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f92f/lottie.json
Scrunched-mouth,https://fonts.gstatic.com/s/e/notoemoji/latest/1f616/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f616/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f616/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f616/lottie.json
Scrunched-eyes,https://fonts.gstatic.com/s/e/notoemoji/latest/1f623/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f623/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f623/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f623/lottie.json
Weary,https://fonts.gstatic.com/s/e/notoemoji/latest/1f629/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f629/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f629/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f629/lottie.json
Distraught,https://fonts.gstatic.com/s/e/notoemoji/latest/1f62b/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f62b/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f62b/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f62b/lottie.json
X-eyes,https://fonts.gstatic.com/s/e/notoemoji/latest/1f635/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f635/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f635/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f635/lottie.json
Dizzy-face,https://fonts.gstatic.com/s/e/notoemoji/latest/1f635_200d_1f4ab/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f635_200d_1f4ab/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f635_200d_1f4ab/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f635_200d_1f4ab/lottie.json
Shaking-face,https://fonts.gstatic.com/s/e/notoemoji/latest/1fae8/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1fae8/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1fae8/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1fae8/lottie.json
Cold-face,https://fonts.gstatic.com/s/e/notoemoji/latest/1f976/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f976/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f976/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f976/lottie.json
Hot-face,https://fonts.gstatic.com/s/e/notoemoji/latest/1f975/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f975/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f975/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f975/lottie.json
Sick,https://fonts.gstatic.com/s/e/notoemoji/latest/1f922/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f922/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f922/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f922/lottie.json
Vomit,https://fonts.gstatic.com/s/e/notoemoji/latest/1f92e/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f92e/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f92e/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f92e/lottie.json
Sleep,https://fonts.gstatic.com/s/e/notoemoji/latest/1f634/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f634/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f634/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f634/lottie.json
Sleepy,https://fonts.gstatic.com/s/e/notoemoji/latest/1f62a/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f62a/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f62a/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f62a/lottie.json
Sneeze,https://fonts.gstatic.com/s/e/notoemoji/latest/1f927/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f927/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f927/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f927/lottie.json
Thermometer-face,https://fonts.gstatic.com/s/e/notoemoji/latest/1f912/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f912/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f912/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f912/lottie.json
Bandage-face,https://fonts.gstatic.com/s/e/notoemoji/latest/1f915/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f915/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f915/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f915/lottie.json
Mask,https://fonts.gstatic.com/s/e/notoemoji/latest/1f637/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f637/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f637/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f637/lottie.json
Liar,https://fonts.gstatic.com/s/e/notoemoji/latest/1f925/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f925/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f925/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f925/lottie.json
Halo,https://fonts.gstatic.com/s/e/notoemoji/latest/1f607/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f607/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f607/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f607/lottie.json
Cowboy,https://fonts.gstatic.com/s/e/notoemoji/latest/1f920/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f920/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f920/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f920/lottie.json
Money-face,https://fonts.gstatic.com/s/e/notoemoji/latest/1f911/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f911/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f911/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f911/lottie.json
Nerd-face,https://fonts.gstatic.com/s/e/notoemoji/latest/1f913/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f913/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f913/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f913/lottie.json
Sunglasses-face,https://fonts.gstatic.com/s/e/notoemoji/latest/1f60e/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f60e/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f60e/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f60e/lottie.json
Disguise,https://fonts.gstatic.com/s/e/notoemoji/latest/1f978/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f978/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f978/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f978/lottie.json
Clown,https://fonts.gstatic.com/s/e/notoemoji/latest/1f921/emoji.svg,https://fonts.gstatic.com/s/e/notoemoji/latest/1f921/512.gif,https://fonts.gstatic.com/s/e/notoemoji/latest/1f921/512.webp,https://fonts.gstatic.com/s/e/notoemoji/latest/1f921/lottie.json
